time,R1_ch1,R1_ch2,R1_ch3,R1_ch4,R1_ch5,R2_ch1,R2_ch2,R2_ch3,R2_ch4,R2_ch5
2026-06-17T20:30:49.988140,0.14116,0.132613,0.180232,0.053248,0.260818,0.137033,0.14558,0.138254,0.118718,0.248144
2026-06-17T20:31:50.002935,0.138718,0.132613,0.17779,0.04348,0.269365,0.13337,0.135812,0.138254,0.116276,0.24326
2026-06-17T20:32:50.015465,0.142381,0.126508,0.179011,0.048364,0.273028,0.134591,0.139475,0.137033,0.12116,0.240818
2026-06-17T20:33:50.029986,0.137497,0.12895,0.171685,0.04348,0.270586,0.134591,0.144359,0.137033,0.122381,0.24326
2026-06-17T20:34:50.046742,0.131392,0.127729,0.169243,0.048364,0.262039,0.134591,0.138254,0.141917,0.12116,0.244481
2026-06-17T20:35:50.058004,0.133834,0.130171,0.166801,0.050806,0.260818,0.132149,0.141917,0.139475,0.116276,0.24326
2026-06-17T20:36:50.073227,0.138718,0.126508,0.175348,0.047143,0.273028,0.134591,0.141917,0.138254,0.12116,0.242039
2026-06-17T20:37:50.084774,0.132613,0.132613,0.171685,0.052027,0.269365,0.140696,0.139475,0.139475,0.119939,0.240818
2026-06-17T20:38:50.100917,0.133834,0.136276,0.17779,0.044701,0.271807,0.137033,0.139475,0.144359,0.116276,0.242039
2026-06-17T20:39:50.114880,0.14116,0.135055,0.179011,0.047143,0.273028,0.135812,0.141917,0.143138,0.118718,0.240818
2026-06-17T20:40:50.126082,0.138718,0.131392,0.170464,0.047143,0.262039,0.132149,0.141917,0.144359,0.115055,0.240818
2026-06-17T20:41:50.142211,0.136276,0.12895,0.174127,0.050806,0.270586,0.137033,0.139475,0.140696,0.116276,0.245702
2026-06-17T20:42:50.153121,0.133834,0.131392,0.171685,0.044701,0.269365,0.135812,0.134591,0.144359,0.118718,0.238376
2026-06-17T20:43:50.169571,0.137497,0.12895,0.174127,0.050806,0.276691,0.137033,0.140696,0.148022,0.123602,0.240818
2026-06-17T20:44:50.183359,0.138718,0.124066,0.172906,0.048364,0.270586,0.128486,0.139475,0.137033,0.116276,0.24326
2026-06-17T20:45:50.195842,0.139939,0.132613,0.170464,0.048364,0.269365,0.132149,0.141917,0.138254,0.115055,0.237155
